AR_Bon,Winkel,WinkelNaam,Contract,Aankomst,Cont,Emb,Pap,Ret,Oz,Rolly,Bb,Tr,Mdw,Dd,Route,Dd_Lever,VanDC,Rollin,Dolly,Pllt
352000288,4698,Oosterhof;Boxtel,12/18/2023 9:30,12/18/2023 10:05,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/18/2023 12:48,11505,12/18/2023,VEGRDCDKW4,0,0,0
352000289,5141,Moleneindplein;Vught,12/18/2023 10:10,12/18/2023 11:10,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/18/2023 12:48,11505,12/18/2023,VEGRDCDKW4,0,0,0
352000290,4897,Rooiseheide;Schijndel,12/18/2023 9:26,12/18/2023 8:14,26,16,1,0,0,21,4,0,JUMBO\wesselthoonen,12/18/2023 10:31,11509,12/18/2023,VEGRDCDKW4,0,0,0
352000326,1028,Sportlaan;Bree,12/18/2023 6:00,,0,0,0,0,0,0,0,0,,,11076,12/18/2023,VEGRDCVERS,0,0,0
352000327,7043,Carboonplein;Kerkrade,12/18/2023 6:00,12/18/2023 5:45,45,7,1,0,0,1,7,0,JUMBO\wesselthoonen,12/18/2023 10:39,11115,12/18/2023,VEGRDCVERS,0,0,0
352000328,4828,Europalaan;Winterswijk,12/18/2023 7:00,12/18/2023 6:50,30,26,0,0,0,2,6,0,JUMBO\wesselthoonen,12/18/2023 13:06,11074,12/18/2023,VEGRDCVERS,0,0,0
352000329,4670,Stadsplein;S-Heerenberg,12/18/2023 6:30,12/18/2023 6:30,25,19,2,0,0,11,8,0,JUMBO\wesselthoonen,12/18/2023 10:39,11171,12/18/2023,VEGRDCVERS,0,0,0
352000330,3656,Bloemenmarkt;Geleen,12/18/2023 6:00,12/18/2023 6:00,20,19,7,0,0,10,8,0,JUMBO\wesselthoonen,12/18/2023 10:34,11142,12/18/2023,VEGRDCVERS,0,0,0
352000331,3487,Kerkstraat;Panningen,12/18/2023 6:15,12/18/2023 6:10,31,22,3,0,0,0,7,0,JUMBO\wesselthoonen,12/18/2023 13:07,11149,12/18/2023,VEGRDCVERS,0,0,0
352000332,3113,Portbeemden; Eygelshoven,12/18/2023 7:00,12/18/2023 7:00,20,14,1,0,0,10,6,0,JUMBO\wesselthoonen,12/18/2023 13:07,11127,12/18/2023,VEGRDCVERS,0,0,0
352000333,6400,Loenenseweg;Eerbeek,12/18/2023 6:30,12/18/2023 6:30,10,23,8,0,0,6,9,0,JUMBO\wesselthoonen,12/18/2023 10:43,11104,12/18/2023,VEGRDCVERS,0,1,0
352000334,6193,het Straatje;Gennep,12/18/2023 6:00,12/18/2023 6:00,30,27,1,0,0,10,5,0,JUMBO\wesselthoonen,12/18/2023 10:40,11032,12/18/2023,VEGRDCVERS,0,0,0
352000335,6205,Walramplein;Valkenburg,12/18/2023 7:30,12/18/2023 7:40,20,14,0,0,0,0,2,0,JUMBO\wesselthoonen,12/18/2023 13:07,11175,12/18/2023,VEGRDCVERS,0,0,0
352000336,6537,Speelheuvelstraat;Someren,12/18/2023 6:00,12/18/2023 6:00,35,21,0,0,0,22,6,0,JUMBO\wesselthoonen,12/18/2023 10:45,11028,12/18/2023,VEGRDCVERS,0,0,0
352000337,6487,Adm de Ruyterstraat;Aalten,12/18/2023 7:00,12/18/2023 7:10,16,24,0,0,0,10,5,0,JUMBO\wesselthoonen,12/18/2023 10:37,11113,12/18/2023,VEGRDCVERS,0,0,0
352000338,3416,Julianaplein;Zetten,12/18/2023 6:00,12/18/2023 6:05,20,15,1,0,0,11,5,0,JUMBO\wesselthoonen,12/18/2023 10:39,11500,12/18/2023,VEGRDCVERS,0,0,0
352000339,1005,Steenweg;Lanaken,12/18/2023 7:00,12/18/2023 7:30,25,7,0,0,0,11,0,0,JUMBO\wesselthoonen,12/18/2023 12:47,11188,12/18/2023,VEGRDCVERS,0,0,0
352000340,6485,Burg. Verkuijlstraat;Boxmeer,12/18/2023 6:30,12/18/2023 6:25,45,20,0,0,0,10,6,0,JUMBO\wesselthoonen,12/18/2023 10:40,11151,12/18/2023,VEGRDCVERS,0,0,0
352000341,6233,Kasteel Hornstraat;Roermond,12/18/2023 7:00,12/18/2023 7:00,47,5,2,3,0,0,12,0,JUMBO\wesselthoonen,12/18/2023 10:34,11207,12/18/2023,VEGRDCVERS,0,0,0
352000342,3763,Dempseystraat;Sittard,12/18/2023 7:30,12/18/2023 8:13,11,13,7,0,0,6,9,0,JUMBO\wesselthoonen,12/19/2023 7:59,11087,12/18/2023,VEGRDCVERS,0,0,0
352000343,6533,Malbergsingel;Maastricht,12/18/2023 7:30,12/18/2023 8:00,61,13,2,0,0,11,7,0,JUMBO\wesselthoonen,12/18/2023 13:01,11129,12/18/2023,VEGRDCVERS,0,0,0
352000344,4860,Past.Poellplein;Gemert,12/18/2023 6:00,,0,0,0,0,0,0,0,0,,,11183,12/18/2023,VEGRDCVERS,0,0,0
352000345,4698,Oosterhof;Boxtel,12/18/2023 6:00,12/18/2023 6:10,36,23,0,0,0,21,6,0,JUMBO\wesselthoonen,12/18/2023 10:40,11065,12/18/2023,VEGRDCVERS,0,0,0
352000346,4935,Kennedylaan;Doetinchem,12/18/2023 7:49,12/18/2023 8:37,30,17,1,0,0,10,7,0,JUMBO\wesselthoonen,12/18/2023 13:05,11502,12/18/2023,VEGRDCVERS,0,0,0
352000347,7128,Sint Agnesplein;Bunde,12/18/2023 7:00,12/18/2023 7:00,20,17,1,0,0,0,5,0,JUMBO\wesselthoonen,12/18/2023 10:36,11123,12/18/2023,VEGRDCVERS,0,0,0
352000348,3171,Verbrughweg;Lienden,12/18/2023 6:30,12/18/2023 6:40,0,31,2,0,0,1,13,0,JUMBO\wesselthoonen,12/18/2023 10:32,11068,12/18/2023,VEGRDCVERS,0,0,0
352000349,6234,Sint Jansplein;Swalmen,12/18/2023 7:00,12/18/2023 7:00,35,22,1,0,0,10,6,0,JUMBO\wesselthoonen,12/18/2023 10:37,11208,12/18/2023,VEGRDCVERS,0,0,0
352000350,3083,Stationsstraat;Deurne,12/18/2023 6:00,12/18/2023 6:20,15,18,0,0,0,9,5,0,JUMBO\wesselthoonen,12/19/2023 7:33,11063,12/18/2023,VEGRDCVERS,0,0,0
352000351,1009,Sinttruidersteenweg;Stlambrecht,12/18/2023 8:10,12/18/2023 8:25,25,12,12,0,0,30,0,0,JUMBO\wesselthoonen,12/18/2023 12:47,11011,12/18/2023,VEGRDCVERS,0,0,0
352000352,3455,Europaplein;Elst,12/18/2023 6:45,12/18/2023 7:26,65,14,0,0,0,0,5,0,JUMBO\wesselthoonen,12/18/2023 10:38,11041,12/18/2023,VEGRDCVERS,0,0,0
352000353,3537,Helftheuvelpassage;Den Bosch,12/18/2023 6:30,12/18/2023 6:48,45,17,2,0,0,11,13,0,JUMBO\wesselthoonen,12/18/2023 10:43,11034,12/18/2023,VEGRDCVERS,0,0,0
352000354,6427,Wolfskooi;Oss,12/18/2023 6:30,12/18/2023 6:40,20,20,1,0,0,1,10,0,JUMBO\wesselthoonen,12/18/2023 10:41,11061,12/18/2023,VEGRDCVERS,0,0,0
352000355,7092,Vossenerlaan;Blerick,12/18/2023 7:00,12/18/2023 7:20,40,18,1,0,0,11,7,0,JUMBO\wesselthoonen,12/18/2023 10:37,11099,12/18/2023,VEGRDCVERS,0,0,0
352000356,4893,Kuilenstraat;Meerssen,12/18/2023 8:49,12/18/2023 8:20,0,13,0,0,0,0,5,0,JUMBO\wesselthoonen,12/18/2023 13:06,11017,12/18/2023,VEGRDCVERS,0,0,0
352000357,4884,Markt;Oirsbeek,12/18/2023 8:13,12/18/2023 9:03,58,17,1,0,0,11,8,0,JUMBO\wesselthoonen,12/19/2023 7:59,11022,12/18/2023,VEGRDCVERS,0,0,0
352000358,3147,Middelgraaf;Ulft,12/18/2023 8:17,12/18/2023 8:39,15,20,2,0,0,1,5,0,JUMBO\wesselthoonen,12/18/2023 13:03,11161,12/18/2023,VEGRDCVERS,0,0,0
352000359,3188,Wieënpassage;Venlo,12/18/2023 7:00,12/18/2023 8:10,55,17,0,0,0,21,5,0,JUMBO\wesselthoonen,12/18/2023 13:03,11190,12/18/2023,VEGRDCVERS,0,0,0
352000360,5748,Diderna;Dieren,12/18/2023 7:23,12/18/2023 7:30,20,20,2,0,0,10,8,0,JUMBO\wesselthoonen,12/18/2023 13:08,11164,12/18/2023,VEGRDCVERS,0,0,0
352000361,3685,Elsenhof;Bergeijk,12/18/2023 7:00,12/18/2023 7:20,20,19,4,0,0,0,8,0,JUMBO\wesselthoonen,12/18/2023 10:32,11089,12/18/2023,VEGRDCVERS,0,0,0
352000362,4874,Laag Mosae Forum;Maastricht,12/18/2023 7:50,12/18/2023 7:50,10,16,11,0,0,0,7,0,JUMBO\wesselthoonen,12/19/2023 13:08,11186,12/18/2023,VEGRDCVERS,0,0,0
352000363,5135,Leenderweg;Valkenswaard,12/18/2023 7:15,12/18/2023 7:25,70,17,1,0,0,10,7,0,JUMBO\wesselthoonen,12/18/2023 10:44,11137,12/18/2023,VEGRDCVERS,0,0,0
352000364,6471,Bergstraat;Zelhem,12/18/2023 7:53,12/18/2023 8:15,30,17,3,0,0,0,4,0,JUMBO\wesselthoonen,12/18/2023 13:04,11166,12/18/2023,VEGRDCVERS,0,0,0
352000365,6531,Dorpsstraat;Lieshout,12/18/2023 6:45,12/18/2023 7:00,16,20,1,0,0,10,8,0,JUMBO\wesselthoonen,12/18/2023 10:46,11082,12/18/2023,VEGRDCVERS,0,0,0
352000366,7126,Kerkstraat;Horst,12/18/2023 7:30,12/18/2023 7:40,25,18,1,0,0,0,4,0,JUMBO\wesselthoonen,12/18/2023 10:36,11140,12/18/2023,VEGRDCVERS,0,0,0
352000367,3116,Vinckenhofstraat;Venlo,12/18/2023 7:30,12/18/2023 7:35,40,19,0,0,0,9,6,0,JUMBO\wesselthoonen,12/18/2023 13:08,11078,12/18/2023,VEGRDCVERS,0,0,0
352000368,3480,Brusselsepoort;Maastricht,12/18/2023 7:45,12/18/2023 9:00,25,14,1,0,0,1,13,0,JUMBO\wesselthoonen,12/19/2023 7:58,11026,12/18/2023,VEGRDCVERS,0,0,0
352000369,3475,van Heijdenstraat;Lichtenvoorde,12/18/2023 7:45,12/18/2023 8:05,55,20,1,0,0,1,4,0,JUMBO\wesselthoonen,12/18/2023 13:04,11102,12/18/2023,VEGRDCVERS,0,0,0
352000370,3814,Aloysiusplein;Geffen,12/18/2023 7:00,12/18/2023 7:15,15,13,5,0,0,0,6,0,JUMBO\wesselthoonen,12/18/2023 10:45,11134,12/18/2023,VEGRDCVERS,0,0,0
352000371,3406,Markt;Hapert,12/18/2023 7:00,12/18/2023 7:30,37,12,1,0,0,0,2,0,JUMBO\wesselthoonen,12/18/2023 10:33,11196,12/18/2023,VEGRDCVERS,0,0,1
352000372,3599,Capucijnerplein;Budel,12/18/2023 7:45,12/18/2023 7:55,30,11,5,0,0,0,8,0,JUMBO\wesselthoonen,12/18/2023 10:36,11144,12/18/2023,VEGRDCVERS,0,0,0
352000373,6526,Lavendel:Cuijk,12/18/2023 7:30,12/18/2023 7:30,20,17,1,0,0,10,8,0,JUMBO\wesselthoonen,12/18/2023 10:34,11181,12/18/2023,VEGRDCVERS,0,0,0
352000374,6600,Maaskantje;Den Dungen,12/18/2023 7:35,12/18/2023 7:40,35,20,2,0,0,11,7,0,JUMBO\wesselthoonen,12/18/2023 10:46,11120,12/18/2023,VEGRDCVERS,0,0,0
352000375,4942,Fenikshof; Nijmegen,12/18/2023 7:15,12/18/2023 7:14,60,16,0,1,0,0,3,0,JUMBO\wesselthoonen,12/18/2023 10:32,11055,12/18/2023,VEGRDCVERS,0,0,0
352000376,4757,Op het Toneel;Arnhem,12/18/2023 7:54,12/18/2023 8:06,37,12,0,0,0,11,4,0,JUMBO\wesselthoonen,12/18/2023 13:08,11168,12/18/2023,VEGRDCVERS,0,0,0
352000377,3600,Kapelweg;Born,12/18/2023 7:54,12/18/2023 8:25,40,20,1,0,0,8,8,0,JUMBO\wesselthoonen,12/18/2023 13:09,11147,12/18/2023,VEGRDCVERS,0,0,0
352000378,5137,Stationsstraat;Veghel,12/18/2023 7:19,12/18/2023 7:20,60,12,1,0,0,11,7,0,JUMBO\wesselthoonen,12/18/2023 13:01,11117,12/18/2023,VEGRDCVERS,0,0,0
352000379,3462,Dorpsstraat;Heel,12/18/2023 8:00,12/18/2023 8:15,15,11,1,0,0,5,7,0,JUMBO\wesselthoonen,12/18/2023 13:01,11024,12/18/2023,VEGRDCVERS,0,0,0
352000380,3454,Basilica;Elst,12/18/2023 7:15,12/18/2023 8:11,5,15,2,0,0,11,5,0,JUMBO\wesselthoonen,12/18/2023 13:02,11501,12/18/2023,VEGRDCVERS,0,0,0
352000381,7008,Boschdijk;Eindhoven,12/18/2023 7:15,,0,0,0,0,0,0,0,0,,,11045,12/18/2023,VEGRDCVERS,0,0,0
352000382,4608,Drossaard;Uden,12/18/2023 6:59,12/18/2023 7:05,35,24,1,0,0,10,8,0,JUMBO\wesselthoonen,12/18/2023 10:43,11131,12/18/2023,VEGRDCVERS,0,0,0
352000383,4834,Rembrandtplein;Nieuw Bergen,12/18/2023 8:08,12/18/2023 8:25,0,25,1,0,0,11,6,0,JUMBO\wesselthoonen,12/18/2023 13:02,11013,12/18/2023,VEGRDCVERS,0,0,0
352000384,3179,de Loop;Oirschot,12/18/2023 7:44,12/18/2023 7:50,5,19,1,0,0,11,12,0,JUMBO\wesselthoonen,12/18/2023 10:37,11052,12/18/2023,VEGRDCVERS,0,0,0
352000385,6406,Kloosterplaats;Bemmel,12/18/2023 6:07,12/18/2023 6:00,0,15,6,0,0,0,3,0,JUMBO\wesselthoonen,12/18/2023 10:38,11048,12/18/2023,VEGRDCVERS,0,0,0
352000386,4611,Biarritzplein;Eindhoven,12/18/2023 7:30,12/18/2023 7:30,25,16,2,0,0,1,7,0,JUMBO\wesselthoonen,12/18/2023 10:45,11093,12/18/2023,VEGRDCVERS,0,0,0
352000387,4846,Rijksweg;Cadier en Keer,12/18/2023 7:45,12/18/2023 7:20,26,15,0,0,0,10,7,0,JUMBO\wesselthoonen,12/18/2023 13:06,11017,12/18/2023,VEGRDCVERS,0,0,4
352000389,4891,Roersingelpassage;Roermond,12/18/2023 7:00,12/18/2023 7:00,75,15,1,0,0,0,4,0,JUMBO\wesselthoonen,12/18/2023 10:33,11109,12/18/2023,VEGRDCVERS,0,0,0
352000390,5749,Heuvelplein;Beek en Donk,12/18/2023 7:45,12/18/2023 7:50,19,24,0,0,0,17,7,0,JUMBO\wesselthoonen,12/18/2023 10:33,11003,12/18/2023,VEGRDCVERS,0,0,0
352000391,7066,Coevering;Geldrop,12/18/2023 7:15,12/18/2023 7:05,65,16,1,0,0,10,6,0,JUMBO\wesselthoonen,12/18/2023 10:43,11154,12/18/2023,VEGRDCVERS,0,0,0
352000392,6480,Ekershof; Dreumel,12/18/2023 8:32,12/18/2023 8:32,35,20,1,0,0,11,6,0,JUMBO\wesselthoonen,12/19/2023 7:57,11072,12/18/2023,VEGRDCVERS,0,0,0
352000393,3451,Willibrorduslaan;Eersel,12/18/2023 8:00,12/18/2023 8:30,5,19,4,0,0,10,10,0,JUMBO\wesselthoonen,12/18/2023 13:07,11096,12/18/2023,VEGRDCVERS,0,0,0
352000394,7132,Middelkamspeweg;Gameren,12/18/2023 8:30,12/18/2023 9:05,50,22,0,0,0,10,7,0,JUMBO\wesselthoonen,12/19/2023 7:58,11124,12/18/2023,VEGRDCVERS,0,0,0
352000395,6231,Maastrichterlaan;Beek,12/18/2023 10:02,12/18/2023 10:30,15,24,1,0,0,0,5,0,JUMBO\VincentVanDerMierden,12/21/2023 10:27,11206,12/18/2023,VEGRDCVERS,0,0,0
352000396,3821,Thorbeckeplein;Beuningen,12/18/2023 7:30,12/18/2023 7:40,45,17,1,0,0,11,3,0,JUMBO\wesselthoonen,12/18/2023 10:33,11192,12/18/2023,VEGRDCVERS,0,0,0
352000397,8019,Stationsplein;Eindhoven,12/18/2023 8:00,12/18/2023 8:00,20,6,0,0,0,0,0,0,JUMBO\wesselthoonen,12/18/2023 10:45,11001,12/18/2023,VEGRDCVERS,0,0,0
352000399,4942,Fenikshof; Nijmegen,12/18/2023 7:15,12/18/2023 8:16,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/18/2023 10:36,11504,12/18/2023,VEGRDCVERS,0,0,0
352000400,5747,Den Koem;Groenlo,12/18/2023 8:59,12/18/2023 9:00,10,32,1,0,0,11,8,0,JUMBO\wesselthoonen,12/18/2023 13:05,11070,12/18/2023,VEGRDCVERS,0,0,0
352000402,3588,de Smidse;Nuenen,12/18/2023 8:52,12/18/2023 8:55,55,15,1,0,0,20,5,0,JUMBO\wesselthoonen,12/18/2023 13:06,11009,12/18/2023,VEGRDCVERS,0,0,0
352000403,3537,Helftheuvelpassage;Den Bosch,12/18/2023 9:10,12/18/2023 10:29,40,13,0,0,0,10,2,0,JUMBO\wesselthoonen,12/19/2023 7:03,11507,12/18/2023,VEGRDCDKW6,0,0,0
352000404,3171,Verbrughweg;Lienden,12/18/2023 7:45,12/18/2023 8:30,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/19/2023 7:03,11507,12/18/2023,VEGRDCDKW6,0,0,0
352000405,3822,Fiep Westendorpplein;Zaltbommel,12/18/2023 8:40,12/18/2023 9:47,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/19/2023 7:02,11507,12/18/2023,VEGRDCDKW6,0,0,0
352001112,3783,Heelweg;Dinxperlo,12/18/2023 12:02,12/18/2023 11:15,30,20,1,0,0,10,4,0,JUMBO\wesselthoonen,12/19/2023 7:52,11173,12/18/2023,VEGRDCVERS,0,0,0
352001113,4754,Meester Gielenplein;Berghem,12/18/2023 9:36,12/18/2023 10:01,55,16,1,0,0,1,6,0,JUMBO\wesselthoonen,12/18/2023 13:05,11058,12/18/2023,VEGRDCVERS,0,20,0
352001114,5033,Zuiderpoort;Echt,12/18/2023 11:30,12/18/2023 11:33,20,20,1,0,0,10,7,0,JUMBO\wesselthoonen,12/19/2023 7:51,11601,12/18/2023,VEGRDCVERS,0,0,0
352001115,4875,Franciscus Romanusweg;Maastricht,12/18/2023 10:42,12/18/2023 10:40,15,22,1,0,0,0,10,0,JUMBO\wesselthoonen,12/19/2023 7:48,11085,12/18/2023,VEGRDCVERS,0,0,0
352001116,6170,Rijksweg;Mook,12/18/2023 11:15,12/18/2023 11:35,1,10,0,0,0,0,2,0,JUMBO\wesselthoonen,12/19/2023 7:43,11506,12/18/2023,VEGRDCVERS,0,0,0
352001117,6418,Eilandplein;Duiven,12/18/2023 10:58,12/18/2023 11:25,46,20,4,0,0,10,9,0,JUMBO\wesselthoonen,12/19/2023 7:51,11177,12/18/2023,VEGRDCVERS,0,0,0
352001118,3822,Fiep Westendorpplein;Zaltbommel,12/18/2023 10:05,12/18/2023 9:40,41,15,0,0,0,0,8,0,JUMBO\wesselthoonen,12/18/2023 13:04,11066,12/18/2023,VEGRDCVERS,0,0,0
352001119,3775,Onze Lieve Vrouwenstraat;Kerkrade,12/18/2023 11:45,12/18/2023 11:45,10,13,1,0,0,10,5,0,JUMBO\wesselthoonen,12/19/2023 7:45,11157,12/18/2023,VEGRDCVERS,0,0,0
352001120,3657,Dr Schaepmanstraat;Stramproy,12/18/2023 11:13,12/18/2023 11:03,5,15,1,0,0,11,4,0,JUMBO\wesselthoonen,12/19/2023 7:03,11159,12/18/2023,VEGRDCDKW4,0,0,0
352001121,3812,Smits van Oyenlaan;Maarheeze,12/18/2023 10:00,12/18/2023 10:00,0,10,2,0,0,0,4,0,JUMBO\wesselthoonen,12/19/2023 7:04,11159,12/18/2023,VEGRDCDKW4,0,0,0
352001138,4915,Schakelplein;Volkel,12/18/2023 11:14,12/18/2023 12:20,0,11,6,0,0,10,6,0,JUMBO\wesselthoonen,12/19/2023 7:43,11083,12/18/2023,VEGRDCVERS,0,0,0
352001139,5132,Losplaats;Uden,12/18/2023 10:26,12/18/2023 11:30,0,13,1,0,0,1,6,0,JUMBO\wesselthoonen,12/19/2023 7:44,11083,12/18/2023,VEGRDCVERS,0,0,0
352001151,7111,Zurichstraat;Sittard,12/18/2023 11:58,12/18/2023 12:00,0,27,3,0,0,13,17,0,JUMBO\wesselthoonen,12/19/2023 7:45,11049,12/18/2023,VEGRDCVERS,0,0,0
352001152,3769,Kiosk;Venray,12/18/2023 11:36,12/18/2023 10:31,61,16,1,0,0,10,8,0,JUMBO\wesselthoonen,12/19/2023 7:47,11152,12/18/2023,VEGRDCVERS,0,0,0
352001153,4680,Amsterdamseweg; Arnhem,12/18/2023 11:39,12/18/2023 11:45,6,5,0,0,0,0,5,0,JUMBO\VincentVanDerMierden,12/21/2023 10:27,11118,12/18/2023,VEGRDCVERS,0,0,0
352001154,3130,Mozartlaan;Doorwerth,12/18/2023 12:25,12/18/2023 12:50,26,17,1,0,0,7,5,0,JUMBO\VincentVanDerMierden,12/21/2023 10:27,11118,12/18/2023,VEGRDCVERS,0,0,0
352001155,5112,Hatertseweg;Nijmegen,12/18/2023 11:40,12/18/2023 11:50,16,17,1,0,0,1,9,0,JUMBO\wesselthoonen,12/19/2023 7:50,11020,12/18/2023,VEGRDCVERS,0,0,0
352001156,4614,Geldropseweg;Eindhoven,12/18/2023 11:27,12/18/2023 10:46,25,19,0,0,0,10,4,0,JUMBO\wesselthoonen,12/18/2023 13:04,11116,12/18/2023,VEGRDCVERS,0,0,0
352001157,4665,Demeent;Groesbeek,12/18/2023 11:00,12/18/2023 11:15,36,24,0,0,0,12,6,0,JUMBO\wesselthoonen,12/19/2023 7:44,11006,12/18/2023,VEGRDCVERS,0,0,0
352001158,5141,Moleneindplein;Vught,12/18/2023 10:59,12/18/2023 10:40,35,15,0,0,0,10,5,0,JUMBO\wesselthoonen,12/19/2023 7:53,11135,12/18/2023,VEGRDCVERS,0,0,0
352001159,4882,Markt;Nuth,12/18/2023 12:00,12/18/2023 11:45,20,23,1,0,0,11,7,0,JUMBO\wesselthoonen,12/19/2023 7:53,11062,12/18/2023,VEGRDCVERS,0,0,0
352001160,3448,Pastoriestraat;Duiven,12/18/2023 11:34,12/18/2023 11:20,5,16,1,0,0,10,5,0,JUMBO\wesselthoonen,12/19/2023 7:46,11029,12/18/2023,VEGRDCVERS,0,0,0
352001161,4938,S-Gravenswaardsedijk;Tolkamer,12/18/2023 12:48,12/18/2023 12:30,20,10,0,0,0,1,1,0,JUMBO\wesselthoonen,12/19/2023 7:46,11029,12/18/2023,VEGRDCVERS,0,0,0
352001162,3812,Smits van Oyenlaan;Maarheeze,12/18/2023 11:00,12/18/2023 11:00,10,10,3,0,0,9,0,0,JUMBO\wesselthoonen,12/19/2023 7:28,11043,12/18/2023,VEGRDCVERS,0,0,0
352001163,3819,Hortensialaan;Aalst,12/18/2023 13:00,12/18/2023 13:00,20,14,5,0,0,0,4,0,JUMBO\wesselthoonen,12/19/2023 7:28,11043,12/18/2023,VEGRDCVERS,0,0,0
352001164,4728,Gindrapassage;Bladel,12/18/2023 12:32,12/18/2023 13:05,30,17,1,0,0,10,6,0,JUMBO\wesselthoonen,12/19/2023 7:47,11077,12/18/2023,VEGRDCVERS,0,0,0
352001165,6540,Leegstraat;Winssen,12/18/2023 10:56,12/18/2023 11:05,45,23,1,0,0,7,5,0,JUMBO\wesselthoonen,12/19/2023 8:00,11035,12/18/2023,VEGRDCVERS,0,0,0
352001166,3168,Auerschootseweg;Bakel,12/18/2023 11:05,12/18/2023 11:05,41,17,3,0,0,20,7,0,JUMBO\wesselthoonen,12/19/2023 7:57,11132,12/18/2023,VEGRDCVERS,0,0,1
352001370,1069,Luikersteenweg;Sinttruiden,12/18/2023 11:56,12/18/2023 12:25,50,9,0,0,0,20,0,0,JUMBO\wesselthoonen,12/19/2023 7:01,11064,12/18/2023,VEGRDCVERS,0,0,0
352001371,3815,Kasteellaan;Hedel,12/18/2023 10:20,12/18/2023 9:50,26,14,1,0,0,0,6,0,JUMBO\wesselthoonen,12/19/2023 7:59,11107,12/18/2023,VEGRDCVERS,0,0,0
352001374,6427,Wolfskooi;Oss,12/18/2023 11:50,12/18/2023 12:28,5,10,1,0,0,10,2,0,JUMBO\wesselthoonen,12/19/2023 7:05,11512,12/18/2023,VEGRDCDKW4,0,0,0
352001375,6485,Burg. Verkuijlstraat;Boxmeer,12/18/2023 10:35,12/18/2023 10:54,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/19/2023 7:04,11512,12/18/2023,VEGRDCDKW4,0,0,0
352001809,5117,Schoolstraat;Reusel,12/18/2023 12:23,12/18/2023 12:00,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/19/2023 7:31,11105,12/18/2023,VEGRDCVERS,0,0,0
352001810,3117,Brouwhorst;Helmond,12/18/2023 11:41,12/18/2023 11:30,25,16,1,0,0,10,7,0,JUMBO\wesselthoonen,12/19/2023 7:56,11155,12/18/2023,VEGRDCVERS,0,0,0
352001811,5023,Hofvijver;Den Bosch,12/18/2023 11:35,12/18/2023 11:09,0,10,1,0,0,10,0,0,JUMBO\wesselthoonen,12/19/2023 7:54,11169,12/18/2023,VEGRDCVERS,0,0,0
352001812,6331,Hoofdstraat;Landgraaf,12/18/2023 12:15,12/18/2023 12:25,35,14,1,0,0,0,7,0,JUMBO\wesselthoonen,12/19/2023 7:35,11600,12/18/2023,VEGRDCVERS,0,0,0
352001813,4705,Raadhuisstraat;Vught,12/18/2023 11:32,12/18/2023 12:00,35,19,1,0,0,10,2,0,JUMBO\wesselthoonen,12/19/2023 7:50,11080,12/18/2023,VEGRDCVERS,0,0,0
352001814,6373,Lokerenpassage;Den Bosch,12/18/2023 11:33,12/18/2023 11:24,40,15,0,0,0,10,5,0,JUMBO\wesselthoonen,12/19/2023 7:48,11121,12/18/2023,VEGRDCVERS,0,0,0
352001815,5138,Burg. van Hoofflaan;Veldhoven,12/18/2023 11:57,12/18/2023 11:57,35,11,1,0,0,1,4,0,JUMBO\wesselthoonen,12/19/2023 7:49,11138,12/18/2023,VEGRDCVERS,0,0,0
352001816,3422,Vivaldipassage;Landgraaf,12/18/2023 13:06,12/18/2023 12:47,16,9,8,0,0,10,7,0,JUMBO\wesselthoonen,12/19/2023 7:40,11111,12/18/2023,VEGRDCVERS,0,0,1
352001817,4636,Tegelpoort;Venlo,12/18/2023 12:08,12/18/2023 12:08,25,11,2,0,0,0,0,0,JUMBO\wesselthoonen,12/19/2023 7:44,11050,12/18/2023,VEGRDCVERS,0,0,0
352001818,4848,Rompertpassage;Den Bosch,12/18/2023 11:41,12/18/2023 11:56,35,15,0,0,0,10,11,0,JUMBO\wesselthoonen,12/19/2023 8:00,11094,12/18/2023,VEGRDCVERS,0,0,0
352001819,1045,Vaartstraa;Balen,12/18/2023 13:37,12/18/2023 13:45,35,16,1,0,0,10,0,0,JUMBO\wesselthoonen,12/19/2023 7:01,11105,12/18/2023,VEGRDCVERS,0,0,0
352001820,4930,Huiskensstraat;Helmond,12/18/2023 11:39,12/18/2023 11:45,20,18,1,0,0,10,8,0,JUMBO\wesselthoonen,12/19/2023 7:49,11004,12/18/2023,VEGRDCVERS,0,0,0
352001821,3099,Leuvensbroek;Nijmegen,12/18/2023 11:20,12/18/2023 10:35,31,17,2,0,0,0,1,0,JUMBO\wesselthoonen,12/18/2023 13:04,11046,12/18/2023,VEGRDCVERS,0,0,0
352001822,3535,Schubertplein;Apeldoorn,12/18/2023 12:15,12/18/2023 12:15,5,12,1,0,0,9,5,0,JUMBO\wesselthoonen,12/19/2023 7:36,11511,12/18/2023,VEGRDCVERS,0,0,0
