AR_Bon,Winkel,WinkelNaam,Contract,Aankomst,Cont,Emb,Pap,Ret,Oz,Rolly,Bb,Tr,Mdw,Dd,Route,Dd_Lever,VanDC,Rollin,Dolly,Pllt
310000343,5748,Diderna;Dieren,11/6/2023 7:23,11/6/2023 7:10,25,20,1,0,0,10,5,0,JUMBO\wesselthoonen,11/6/2023 13:07,11164,11/6/2023,VEGRDCVERS,0,0,0
310000344,7092,Vossenerlaan;Blerick,11/6/2023 7:00,11/6/2023 7:00,45,10,0,0,0,10,6,0,JUMBO\wesselthoonen,11/6/2023 11:13,11099,11/6/2023,VEGRDCVERS,0,0,0
310000345,4846,Rijksweg;Cadier en Keer,11/6/2023 7:45,11/6/2023 7:40,15,16,0,0,0,9,6,0,JUMBO\wesselthoonen,11/6/2023 13:08,11017,11/6/2023,VEGRDCVERS,0,0,0
310000346,3416,Julianaplein;Zetten,11/6/2023 6:15,11/6/2023 6:15,25,15,1,0,0,11,3,0,JUMBO\wesselthoonen,11/6/2023 11:10,11501,11/6/2023,VEGRDCVERS,0,0,0
310000347,4935,Kennedylaan;Doetinchem,11/6/2023 7:49,11/6/2023 8:15,0,16,0,0,0,0,8,0,JUMBO\wesselthoonen,11/6/2023 13:08,11500,11/6/2023,VEGRDCVERS,0,0,0
310000348,3814,Aloysiusplein;Geffen,11/6/2023 7:00,11/6/2023 7:25,10,15,4,0,0,10,6,0,JUMBO\wesselthoonen,11/6/2023 11:07,11134,11/6/2023,VEGRDCVERS,0,0,0
310000349,7043,Carboonplein;Kerkrade,11/6/2023 6:00,11/6/2023 6:00,50,13,2,0,0,11,5,0,JUMBO\wesselthoonen,11/6/2023 11:12,11115,11/6/2023,VEGRDCVERS,0,0,0
310000350,4670,Stadsplein;S-Heerenberg,11/6/2023 6:30,11/6/2023 6:35,35,19,2,0,0,11,7,0,JUMBO\wesselthoonen,11/6/2023 11:09,11171,11/6/2023,VEGRDCVERS,0,0,0
310000351,4893,Kuilenstraat;Meerssen,11/6/2023 8:00,11/6/2023 8:15,2,14,0,0,0,0,9,0,JUMBO\nielswijnen,11/6/2023 19:45,11019,11/6/2023,VEGRDCVERS,0,0,0
310000352,3147,Middelgraaf;Ulft,11/6/2023 8:17,11/6/2023 8:45,0,22,2,0,0,11,8,0,JUMBO\wesselthoonen,11/6/2023 13:11,11161,11/6/2023,VEGRDCVERS,0,0,0
