AR_Bon,Winkel,WinkelNaam,Contract,Aankomst,Cont,Emb,Pap,Ret,Oz,Rolly,Bb,Tr,Mdw,Dd,Route,Dd_Lever,VanDC,Rollin,Dolly,Pllt
226001912,8833,Efc Den Bosch:Balkweg,8/14/2023 20:58,8/14/2023 18:50,90,11,0,0,0,0,13,0,JUMBO\ninavandekerkhof,8/15/2023 13:08,11097,8/14/2023,VEGRDCDKW6,0,0,0
226001926,8833,Efc Den Bosch:Balkweg,8/14/2023 21:20,8/14/2023 16:55,10,9,0,0,0,0,36,0,JUMBO\ninavandekerkhof,8/15/2023 13:09,11004,8/14/2023,VEGRDCDKW4,0,0,0
226005111,3416,Julianaplein;Zetten,8/14/2023 7:19,8/14/2023 7:05,15,15,1,0,0,10,6,0,JUMBO\VincentVanDerMierden,8/14/2023 14:25,11056,8/14/2023,VEGRDCVERS,0,0,0
226005284,8833,Efc Den Bosch:Balkweg,8/14/2023 4:45,8/14/2023 5:00,120,0,0,0,0,40,12,0,JUMBO\MarcelVanLieshout,8/14/2023 11:53,11041,8/14/2023,VEGRDCVERS,0,0,0
226005285,8833,Efc Den Bosch:Balkweg,8/14/2023 5:41,8/14/2023 5:41,0,150,0,0,0,0,0,0,JUMBO\ninavandekerkhof,8/15/2023 9:33,11181,8/14/2023,VEGRDCVERS,0,0,0
226005309,8833,Efc Den Bosch:Balkweg,8/14/2023 9:20,8/14/2023 10:13,0,0,0,0,0,0,0,0,JUMBO\ninavandekerkhof,8/15/2023 13:09,11193,8/14/2023,VEGRDCDKW4,0,0,0
226005330,4698,Oosterhof;Boxtel,8/14/2023 6:14,8/14/2023 6:17,35,16,0,0,0,0,5,0,JUMBO\VincentVanDerMierden,8/14/2023 14:26,11017,8/14/2023,VEGRDCVERS,0,0,0
226005333,7092,Vossenerlaan;Blerick,8/14/2023 7:00,8/14/2023 7:15,35,20,2,0,0,11,5,0,JUMBO\VincentVanDerMierden,8/14/2023 14:22,11150,8/14/2023,VEGRDCVERS,0,0,0
226005334,5748,Diderna;Dieren,8/14/2023 8:30,8/14/2023 9:00,30,19,3,0,0,10,6,0,JUMBO\ninavandekerkhof,8/16/2023 8:25,11054,8/14/2023,VEGRDCVERS,0,12,0
226005337,6386,Roserije;Maastricht,8/14/2023 8:55,,0,0,0,0,0,0,0,0,,,11070,8/14/2023,VEGRDCVERS,0,0,0
226005373,8833,Efc Den Bosch:Balkweg,8/14/2023 5:45,8/14/2023 5:47,0,0,0,0,0,0,41,0,JUMBO\MarcelVanLieshout,8/14/2023 14:17,11203,8/14/2023,VEGRDCDKW6,0,0,0
226005405,1009,Sinttruidersteenweg;Stlambrecht,8/14/2023 7:00,8/14/2023 7:05,20,7,0,0,0,9,0,0,JUMBO\MarcelVanLieshout,8/14/2023 14:09,11005,8/14/2023,VEGRDCVERS,0,0,0
226005406,4884,Markt;Oirsbeek,8/14/2023 8:16,8/14/2023 8:30,26,19,1,0,0,2,7,0,JUMBO\VincentVanDerMierden,8/14/2023 14:18,11074,8/14/2023,VEGRDCVERS,0,0,0
226005407,3171,Verbrughweg;Lienden,8/14/2023 6:54,8/14/2023 6:54,0,30,1,0,0,0,14,0,JUMBO\ninavandekerkhof,8/15/2023 9:29,11009,8/14/2023,VEGRDCVERS,0,0,0
